Asset,Strategy,RoundTripCost,Annualised Return,Annualised Volatility,Sharpe,Sortino,Skew,Max Drawdown,Avg |Δw|
FXB,VC_CONTRARIAN,0.0,-0.009370656735486316,0.09682358543612843,-0.04887419009047811,-0.07061892184925272,0.2720754717362562,-0.3413240785615129,0.1858902575587906
FXB,VC_CONTRARIAN,0.0002,-0.014000650609719556,0.09683493401499811,-0.09723309047049036,-0.14051421298436328,0.274259355094476,-0.35184925084057395,0.1858902575587906
FXB,VC_CONTRARIAN,0.001,-0.03231431403103646,0.09696799465841631,-0.29029271275221047,-0.41997952070148636,0.28180871822652376,-0.4516209810282914,0.1858902575587906
FXB,VC_FLAT,0.0,0.009629420883528805,0.05980810568655244,0.19013701750933862,0.21214085900265117,-0.019074893877845306,-0.15665107616473428,0.10907054871220605
FXB,VC_FLAT,0.0002,0.006858588497073326,0.05981256865731318,0.14417993825157088,0.15973921603054791,-0.02326533335815796,-0.15918458858783746,0.10907054871220605
FXB,VC_FLAT,0.001,-0.0041531062858908285,0.05989583760351625,-0.03953658833151211,-0.04415025092497824,-0.04025234221371362,-0.18546906655779094,0.10907054871220605
FXE,BH,0.0,-0.01616657744480887,0.09115595452235893,-0.13324044008803917,-0.19988422168000775,0.11523035750820394,-0.43328253597473987,0.0
FXE,BH,0.0002,-0.01616657744480887,0.09115595452235893,-0.13324044008803917,-0.19988422168000775,0.11523035750820394,-0.43328253597473987,0.0
FXE,BH,0.001,-0.01616657744480887,0.09115595452235893,-0.13324044008803917,-0.19988422168000775,0.11523035750820394,-0.43328253597473987,0.0
FXE,TSMOM,0.0,0.024766161314691892,0.09114133124334389,0.31402542739036554,0.4555010686119911,-0.17176760395247553,-0.28808312353276233,0.11287793952967526
FXE,TSMOM,0.0002,0.02185654183087915,0.0911376108105399,0.2828339268501153,0.4102185950448141,-0.17207980742068535,-0.294464289235178,0.11287793952967526
FXE,TSMOM,0.001,0.010294694740783372,0.09118161848801086,0.15794038314678946,0.22890456933859987,-0.17309767516017266,-0.33758755318769473,0.11287793952967526
